LFQ intensity 1	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 2	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	LFQ intensity 25	LFQ intensity 26	LFQ intensity 27	LFQ intensity 28	LFQ intensity 29	LFQ intensity 3	LFQ intensity 30	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36	LFQ intensity 37	LFQ intensity 38	LFQ intensity 39	LFQ intensity 4	LFQ intensity 40	LFQ intensity 41	LFQ intensity 42	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	N: N: Peptides	N: N: Razor + unique peptides	N: N: Unique peptides	N: N: Sequence coverage [%]	N: N: Unique + razor sequence coverage [%]	N: N: Unique sequence coverage [%]	N: N: Mol, weight [kDa]	N: N: Q-value	N: N: Score	N: N: Intensity	N: N: MS/MS count	T: T: Protein IDs	T: T: Majority protein IDs	T: T: Protein names	T: T: Gene names
22,7389	23,0881	22,2053	22,063	23,5736	22,9291	23,001	22,786	22,6791	21,366	21,6777	22,2368	23,5031	21,3687	21,9529	21,583	22,6228	22,9219	21,665	22,0243	22,0646	23,5793	23,8339	22,07	22,7218	22,5147	24,3588	22,7004	21,9026	21,8399	22,1411	22,4644	22,7081	22,6938	21,0346	22,7383	22,1899	21,878	23,9532	24,0703	22,333	23,3661	22,5591	21,7932	21,2442	1	1	1	87	87	87	20332	17176	28776	8697500	3	O00193	O00193	Small acidic protein	SMAP
26,1259	25,9525	25,8337	25,8169	25,8825	26,1201	26,0087	26,2481	26,0724	25,8942	25,9028	25,7333	26,0622	25,5726	25,7455	25,7202	25,3479	25,8756	25,8369	25,5346	25,5727	25,6329	26,2556	25,8046	25,7	25,5947	25,7983	25,7358	25,7253	25,6042	26,0618	25,7061	25,6651	26,0373	25,7652	25,888	25,1526	25,496	25,9211	25,0247	26,136	25,6945	26,1019	26,1502	26,0926	11	11	10	132	132	124	11619	0	76126	4165900000	223	O00203-3;O00203;Q13367;Q13367-4	O00203-3;O00203	AP-3 complex subunit beta-1	AP3B1
23,0404	22,968	22,5873	23,047	23,835	22,6221	23,2302	22,96	23,9105	22,5677	22,6476	22,1831	22,7843	22,315	23,3498	21,8908	21,9493	23,2262	23,1953	25,7701	24,1054	22,6694	22,8089	21,8523	21,9648	23,3505	22,0328	23,1233	23,0574	22,0782	23,1661	21,9742	21,9724	24,1138	22,2066	22,539	23,2234	22,7732	23,0879	24,8931	21,7223	20,5227	22,4716	21,7892	23,0795	6	6	6	246	246	246	39598	53505	12637	190190000	6	O00204-2;O00204	O00204-2;O00204	Sulfotransferase family cytosolic 2B member 1	SULT2B1
23,7109	22,5421	23,1201	22,8858	22,5192	21,2523	21,9935	22,6329	22,3048	22,2222	22,5864	23,912	22,6884	22,1995	21,6425	23,0722	22,1379	21,7423	23,294	22,4456	22,3363	22,5752	22,6391	22,0298	21,6809	23,1964	22,6708	23,3097	22,354	22,3841	21,3366	23,4205	22,555	22,1215	20,7375	21,6365	21,889	21,7454	22,4325	24,3306	22,524	23,6146	23,076	22,2783	22,7581	2	2	2	129	129	129	23705	51256	11082	305830000	18	O00217	O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUFS8
22,8332	21,7601	23,137	22,1407	23,1755	23,2023	22,5048	22,0276	22,258	22,2544	21,84	22,3388	21,6192	22,6959	22,0247	23,166	22,1909	23,5039	21,6693	22,9791	22,2737	22,6116	22,7322	22,4665	22,6102	22,4578	23,5345	21,4875	22,6177	22,9411	22,5837	22,7073	23,2461	22,3005	22,3182	22,5357	22,2888	22,4097	22,8335	24,4729	22,1781	22,1093	20,6555	22,1338	21,4358	1	1	1	24	24	24	52863	10688	32897	66065000	20	O00221	O00221	NF-kappa-B inhibitor epsilon	NFKBIE
27,2726	27,2396	27,3285	27,3884	27,159	27,2584	27,1285	27,2446	27,2148	27,309	27,315	27,1732	27,3043	27,1419	27,0845	27,2078	26,981	27,396	27,3562	27,1816	27,0828	26,9792	27,0586	27,169	26,7897	27,1405	27,1732	27,1611	27,1761	26,9865	26,9653	27,0847	27,1867	27,0365	27,1281	27,015	27,1333	27,0554	27,1533	27,6503	27,4225	27,1949	27,0606	27,2251	27,2594	17	17	17	405	405	405	47463	0	88128	10650000000	488	O00231;O00231-2	O00231;O00231-2	26S proteasome non-ATPase regulatory subunit 11	PSMD11
27,0828	27,548	27,3601	27,4836	27,2038	27,2826	27,2664	27,3379	27,6527	27,3356	27,4581	27,0264	27,4182	27,2643	27,2198	27,1694	27,2972	27,2093	27,1911	27,1714	27,3189	27,1482	27,0371	27,2254	27,1318	27,1365	27,2802	27,0464	27,1294	27,0168	27,1779	27,11	27,2288	27,2002	27,0875	27,0767	26,9744	26,9039	26,9068	26,7339	27,2856	27,2038	27,3459	27,6935	27,5703	17	17	17	436	436	436	52904	0	93444	10725000000	363	O00232;O00232-2	O00232;O00232-2	26S proteasome non-ATPase regulatory subunit 12	PSMD12
22,5842	22,8473	22,5978	23,329	23,1316	22,1277	22,3248	23,0005	22,0528	22,0035	22,2104	20,981	23,3091	22,3055	21,8994	22,6023	23,2472	22,0298	21,675	22,3663	23,6094	21,6399	23,9615	22,2126	22,2433	22,9392	22,1058	21,9257	21,6505	23,3738	21,7366	22,2142	22,724	23,4368	21,5099	21,2071	24,3405	22,4397	23,1135	23,5953	22,5306	21,6941	22,9638	21,8797	22,701	4	4	4	256	256	256	24682	56022	1492	131260000	7	O00233;O00233-2;O00233-3	O00233;O00233-2	26S proteasome non-ATPase regulatory subunit 9	PSMD9
29,2799	29,7135	29,7949	29,7215	29,5068	29,6466	29,5955	29,3845	29,7689	29,727	29,5494	29,301	29,8297	29,8704	29,8487	29,9582	29,9607	30,0467	30,121	29,8607	30,161	29,9902	29,3839	30,028	30,1464	30,1333	30,596	29,8712	29,886	30,0136	29,6612	30,1347	30,4497	29,3684	30,0337	29,9723	30,1299	30,4486	30,355	30,5628	29,4011	29,4655	29,614	29,7636	29,6426	14	14	13	636	636	59	21671	0	32331	64855000000	939	O00264;O00264-2	O00264;O00264-2	Membrane-associated progesterone receptor component 1	PGRMC1
22,8504	21,2659	22,1339	22,8057	23,9559	21,7814	22,4098	22,3946	22,771	22,9029	23,1545	22,0061	23,3849	22,3325	21,7345	21,9477	21,3651	21,8006	22,0638	23,0821	22,9347	21,0271	23,4262	22,9286	22,1145	23,2745	22,0688	22,0969	22,8606	21,6595	22,4331	22,798	21,7654	22,9798	23,1016	21,8328	22,5821	22,8795	23,7949	24,2211	22,2795	23,0834	22,8754	21,9628	23,8383	5	5	5	211	211	211	36521	46926	83172	307170000	31	O00273;O00273-2	O00273;O00273-2	DNA fragmentation factor subunit alpha	DFFA
23,6078	21,002	23,0166	23,4989	22,5771	21,1712	22,0184	21,8991	23,1389	21,4713	23,4501	22,7667	23,3832	21,9803	23,6175	22,9434	22,6945	22,5232	21,3337	22,8013	21,7024	21,4443	23,6511	22,794	22,1738	23,0016	22,6383	23,1354	23,6661	21,3657	22,3815	23,2215	22,778	22,4945	22,352	23,1384	22,6811	23,231	23,1364	24,3849	22,7533	20,8489	22,7058	23,3659	22,6387	4	4	4	71	71	71	11066	4562	77695	185350000	25	O00291-3;O00291-4;O00291	O00291-3;O00291-4;O00291	Huntingtin-interacting protein 1	HIP1
30,7012	29,9814	30,0486	30,1923	30,07	30,1334	30,2752	30,3458	30,1565	30,0426	30,2353	30,452	29,8966	30,2806	30,3055	30,2514	30,1399	30,0691	30,3365	30,3273	30,3151	30,1925	30,4742	30,1331	30,1389	30,2293	29,8648	30,1946	30,2299	30,1221	30,2456	30,0072	30,0462	30,2595	30,1964	30,1815	29,8855	29,9008	29,9113	29,9027	30,3943	30,3518	30,4164	30,1943	30,1352	16	16	16	813	813	813	26922	0	32331	85037000000	1125	O00299	O00299	Chloride intracellular channel protein 1	CLIC1
22,3473	22,999	22,9177	21,3615	22,8148	22,696	22,7433	20,6744	22,5264	23,8171	22,2724	22,0323	23,6112	22,6019	22,4695	21,6719	22,4252	20,6142	22,0174	22,4224	22,2382	22,3799	23,2518	23,5819	22,586	22,5056	23,0824	21,3678	21,7604	22,7723	22,1905	22,1608	23,4952	22,9885	22,2569	21,8692	23,3084	22,2322	22,8339	25,4424	22,0906	22,4046	22,1295	21,358	21,6842	2	2	2	75	75	75	46026	36799	18468	24383000	0	O00300	O00300	Tumor necrosis factor receptor superfamily member 11B	TNFRSF11B
26,33	26,317	25,9876	26,0912	26,3653	26,5163	26,2847	26,6157	26,3026	26,2351	26,388	26,4858	26,5254	26,4942	26,6277	26,6794	26,0444	26,3945	26,1207	26,3775	26,4497	26,3242	26,1928	26,1527	26,2368	26,2495	26,4605	26,3544	26,3396	26,326	26,8002	26,6334	26,305	26,441	26,3843	26,2501	26,374	26,0739	26,1482	26,1238	26,4639	26,3258	26,4701	26,6675	26,2907	9	9	9	294	294	294	37563	0	93111	6271900000	298	O00303	O00303	Eukaryotic translation initiation factor 3 subunit F	EIF3F
22,6755	21,8205	22,1826	23,0878	22,0105	23,3044	22,0171	21,241	21,8322	22,0943	22,5608	22,1354	23,5345	21,8105	20,9193	22,563	22,7085	22,6356	31,0628	22,4732	21,3814	31,24	22,3939	22,074	22,914	31,327	23,399	21,993	22,1853	30,7676	21,8517	22,145	21,2306	22,0729	22,5736	31,2384	23,3703	23,7203	22,3734	24,9673	22,0967	21,3045	22,3818	21,4319	22,1888	4	4	4	66	66	66	82577	10718	33684	4629900000	31	O00391;O00391-2	O00391;O00391-2	Sulfhydryl oxidase 1	QSOX1
22,7965	23,1442	23,0532	23,1342	23,4102	22,1077	24,0469	22,491	21,8806	22,4796	22,0969	24,2162	24,7841	22,6031	21,916	22,9018	22,5343	23,5894	21,4717	21,9248	22,1897	21,9497	23,0051	22,3895	24,1633	23,0304	23,3498	21,9684	21,4329	24,287	22,514	22,7292	22,8792	22,3439	20,9903	22,8838	22,1095	22,8778	22,2994	23,9139	24,2952	22,4347	21,7567	22,2682	20,7603	3	3	3	57	57	57	54826	41511	56327	480370000	53	O00401	O00401	Neural Wiskott-Aldrich syndrome protein	WASL
29,0819	28,9533	28,7115	29,082	28,9382	29,1023	28,8537	29,1102	29,0272	29,0099	29,1028	29,1246	29,0339	28,7043	28,6655	28,6591	28,697	28,8715	28,5793	28,4543	28,6672	28,6211	28,9394	28,6007	28,5389	28,6515	28,5336	28,6825	28,7382	28,5567	28,9298	28,6299	28,7004	28,8527	28,8661	28,821	28,4845	28,5619	28,4997	28,4888	29,0892	29,0472	28,9012	28,9573	29,0707	33	33	33	496	496	496	12363	0	32331	33766000000	931	O00410;O00410-3;O00410-2;O60518	O00410;O00410-3;O00410-2	Importin-5	IPO5
22,3098	23,1437	22,4329	22,2355	22,2178	22,3047	21,4623	22,934	22,7329	22,9462	22,2927	22,2188	23,0011	22,6089	22,4281	23,0153	22,2519	21,1591	23,0866	22,2595	22,2238	22,5939	22,1378	22,4046	23,2387	23,8092	24,4012	22,6498	21,7455	21,2663	22,7421	22,3884	23,2235	23,6474	20,9867	22,5293	22,0294	22,7452	22,9985	24,3645	22,265	22,5078	22,349	23,9577	22,2853	2	1	1	47	24	24	63704	17141	28593	163400000	18	O00425	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3
26,7187	26,832	26,5221	26,837	26,6172	26,6429	26,5941	26,6316	26,9149	26,8799	26,7313	26,5608	26,8879	26,4479	26,6101	26,6899	26,6462	26,8977	26,8039	26,6403	26,7615	26,619	26,3356	26,7341	26,5659	26,7817	26,9482	26,8949	26,8465	26,7848	26,72	26,7812	26,9702	26,6672	26,793	26,8507	27,0058	26,8899	26,9272	26,9076	26,5015	26,6724	26,4074	26,6751	26,9185	23	23	23	419	419	419	78099	0	99533	7732300000	475	O00429-4;O00429-9;O00429-2;O00429-8;O00429-5;O00429-3;O00429;O00429-6;O00429-7	O00429-4;O00429-9;O00429-2;O00429-8;O00429-5;O00429-3;O00429;O00429-6;O00429-7	Dynamin-1-like protein	DNM1L
24,3969	24,1609	24,0171	24,2699	24,1587	24,3647	24,3996	24,4243	24,2954	24,2758	24,5414	24,5972	24,2029	24,279	24,1555	23,8315	24,3496	24,1105	24,0032	24,167	24,0825	24,309	24,3049	24,3835	24,3108	24,0623	23,652	24,1253	24,0811	24,3901	24,3366	24,2667	23,7688	24,1684	24,336	24,3887	23,3226	24,2342	23,8206	24,8004	24,1532	24,3456	24,5293	24,0203	24,1551	6	6	6	221	221	221	39336	0	27351	1445400000	95	O00442;O00442-2	O00442;O00442-2	RNA 3-terminal phosphate cyclase	RTCA
24,0857	21,4038	22,5359	24,2848	24,3467	24,316	22,8289	23,9717	24,3705	24,2746	24,0407	24,2856	21,9441	23,8377	21,7518	21,9049	22,0007	23,8771	22,9036	21,8124	22,3093	23,0237	23,4982	22,8261	22,8025	22,318	22,5187	24,5957	23,9457	21,693	22,4372	24,1841	24,4094	20,9344	22,0899	22,4691	21,8933	23,4353	23,3076	24,6184	24,3393	23,9169	23,9987	23,8626	23,9567	2	2	2	42	42	42	81879	0	28754	845100000	58	O00461	O00461	Golgi integral membrane protein 4	GOLIM4
27,7789	27,7895	28,3594	28,0841	27,9394	27,9138	28,6568	28,0722	27,9624	28,0321	27,8022	27,9405	27,9313	28,2748	28,2061	28,4657	28,1667	28,2086	28,5683	28,0938	28,4636	28,4416	27,6159	27,9895	28,0634	28,1144	28,1717	27,5384	28,4162	28,4124	27,7176	27,7699	27,9137	27,9252	27,7129	28,0367	28,0464	28,0058	27,5469	27,8255	27,8449	28,0015	27,6644	27,9144	28,0576	21	21	21	317	317	317	87097	0	13178	21660000000	680	O00469-2;O00469;O00469-3	O00469-2;O00469;O00469-3	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2
22,8368	22,0111	23,2259	21,7129	23,3007	22,2428	21,9227	23,5091	23,7449	22,1067	23,3333	23,3697	22,2188	22,8596	22,5752	20,5543	22,2516	22,5095	21,6242	21,8505	23,3468	23,1669	22,6801	22,5554	23,337	22,1103	22,7755	22,7576	22,6656	22,8507	22,4221	22,0983	23,2829	23,1059	21,3379	22,5037	22,4233	24,2065	22,6726	24,9563	22,6915	22,063	23,7104	23,2554	21,9763	11	11	11	186	186	186	81852	51626	11423	316710000	54	O00471	O00471	Exocyst complex component 5	EXOC5
22,6769	21,8585	23,3594	21,9639	23,1153	22,0528	23,0311	21,4259	21,5592	21,7754	22,4542	21,6998	22,1241	22,334	21,5457	21,6828	23,6204	23,7833	21,7442	21,0823	22,8463	22,8299	23,2604	23,0371	24,101	22,6727	23,2021	22,102	23,7179	20,3576	22,3747	22,8184	22,7598	21,3377	23,4718	22,1389	21,7066	22,7641	23,4955	23,7193	22,4244	21,9996	21,3727	22,5917	22,6802	4	4	4	99	99	99	59687	45269	76191	157770000	20	O00478-2;O00478;P78410-3;P78410-2;P78410;O00481-2;O00481-3;O00481-4;O00481	O00478-2;O00478;P78410-3;P78410-2;P78410	Butyrophilin subfamily 3 member A3;Butyrophilin subfamily 3 member A2	BTN3A3;BTN3A2
23,3062	22,4103	23,0311	23,2103	22,2168	21,9465	21,7423	21,8154	22,7505	21,7831	22,6498	22,0784	21,1938	23,316	22,5023	25,9921	22,7255	22,6236	22,2779	22,5257	23,6751	21,9622	22,0526	22,1886	22,8562	22,0701	22,5284	22,661	22,556	22,217	21,2931	23,5005	22,1798	22,1916	21,0183	23,0984	23,1684	22,5186	22,1779	23,6262	23,2268	21,1125	26,1024	21,4882	22,1547	2	2	2	247	247	247	93697	54496	13541	3785700000	68	O00483	O00483	Cytochrome c oxidase subunit NDUFA4	NDUFA4
24,2957	24,8393	24,7588	24,359	24,7389	24,3432	24,5722	24,4942	24,4936	24,3468	24,5628	24,3619	24,3564	24,7972	21,6817	24,5251	22,5613	22,0659	22,9491	24,801	24,947	23,0454	24,7549	22,7255	22,8245	23,8812	22,859	22,5734	24,5065	22,0198	24,2754	24,7548	24,6426	24,5226	21,5155	22,9653	24,7915	22,2547	24,886	24,6515	24,0692	24,2127	24,5432	24,5494	24,6598	4	4	4	161	161	161	34577	42481	61376	1575700000	86	O00487	O00487	26S proteasome non-ATPase regulatory subunit 14	PSMD14
26,0228	25,3586	25,5283	25,7181	25,7293	25,7882	25,5487	25,835	25,8453	25,9216	25,6609	26,2597	26,0867	25,7354	25,5119	25,5351	25,6446	25,9522	25,3365	25,5464	25,5119	25,2862	25,6203	25,6257	25,4927	25,6219	25,8702	25,6755	25,6198	25,4639	25,6372	25,7275	25,403	25,9347	25,9006	25,7915	25,9008	25,8024	25,8498	24,4349	26,1652	26,0053	25,7167	25,4346	25,6232	8	8	7	263	263	236	5781	0	40619	3799000000	192	O00505	O00505	Importin subunit alpha-4	KPNA3
22,7566	22,7541	22,4159	22,0644	22,4503	22,2613	22,3653	21,7698	23,1492	20,7913	22,0897	22,5009	22,2038	21,665	22,3863	22,7405	23,3787	22,4391	22,044	21,8948	21,4333	21,0845	22,9364	22,4519	22,486	22,5792	22,9638	22,3256	21,8722	23,0614	21,2213	22,3493	20,6904	22,4248	23,0279	22,2124	22,7034	22,496	24,2843	24,5524	22,0933	22,3075	22,1985	22,6669	21,6445	3	3	3	52	52	52	86488	10733	33905	90435000	10	O00534;O00534-3;O00534-2;O00534-4	O00534;O00534-3;O00534-2	von Willebrand factor A domain-containing protein 5A	VWA5A
21,9231	23,271	25,087	22,4445	24,1081	23,9732	24,9414	23,855	23,2545	23,2942	23,6823	23,6412	23,4449	25,7047	25,7036	25,4244	25,2999	24,6958	24,1489	24,8201	24,8934	24,6214	23,9191	24,4601	25,3288	24,8263	24,307	21,6526	24,3199	24,9737	23,8908	23,393	22,7297	23,9795	23,2157	25,0759	24,7779	24,1593	23,1696	24,825	23,7055	23,5308	23,603	23,1067	23,5185	5	5	1	305	305	6	32444	0	12865	1656100000	107	O00560;O00560-3	O00560;O00560-3	Syntenin-1	SDCBP
22,8845	22,6938	23,3933	22,1819	21,5009	21,7406	22,3191	21,9065	22,5683	22,6129	22,4657	22,3985	23,3387	23,0268	22,092	22,4652	21,4642	21,5591	22,456	22,3322	24,6067	21,2284	23,5374	23,1751	23,0457	22,2198	22,1062	22,0098	21,465	21,9716	21,8625	21,3554	22,9586	22,7918	22,7053	22,0292	22,3525	22,1604	23,816	24,744	22,2239	22,6455	21,4183	20,6307	21,9885	5	1	1	303	57	57	32316	50531	10641	175840000	17	O00560-2	O00560-2	Syntenin-1	SDCBP
21,7283	22,4196	22,7672	23,0632	21,8686	22,8181	22,4811	22,6682	22,5983	21,6326	22,684	21,7905	22,6669	23,6755	21,9635	22,3215	21,4886	22,2306	22,5479	22,8433	22,6761	22,6861	21,6498	23,477	21,4004	23,6682	22,0812	21,7657	22,0409	21,1261	23,3479	23,6487	22,0509	22,1683	22,0938	22,1856	22,4768	22,1495	23,3441	23,4524	21,2887	22,3901	23,3213	22,4058	22,3802	2	2	2	42	42	42	66049	3811	42192	45293000	3	O00567	O00567	Nucleolar protein 56	NOP56
27,4209	27,0058	27,612	27,2074	27,1705	27,2706	27,6347	27,3144	27,2069	27,2849	27,4113	27,4839	27,3063	28,1863	27,8527	27,9213	27,5301	27,7422	27,6003	27,8353	27,5469	27,5833	27,0942	27,6668	27,5287	27,4735	27,8214	27,3329	27,2336	27,6418	27,3882	27,27	27,2824	27,6212	27,2634	27,7145	27,4063	27,5237	26,9973	28,0036	27,4276	27,3376	27,3298	27,0776	27,123	18	18	17	331	331	314	71354	0	14142	13333000000	491	O00571-2;O00571;O15523-2;O15523;O15523-3;Q9NQI0-3;Q9NQI0-2;Q9NQI0-4;Q9NQI0	O00571-2;O00571;O15523-2;O15523	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y
24,5995	24,1362	21,4003	24,332	24,4862	24,3206	24,4775	24,4117	24,41	24,3126	24,6543	24,4661	24,4093	24,5879	22,1605	23,8851	24,0797	24,285	23,9384	24,6062	24,1391	24,3657	24,5602	23,7401	22,2579	24,1239	23,6652	23,762	23,6437	23,8749	24,519	23,8882	23,7323	22,7792	24,054	21,7001	21,9994	23,4742	23,6944	24,1447	22,4056	24,6401	24,0584	24,5102	24,5388	8	7	7	307	28	28	57886	0	48367	1364900000	126	O00629	O00629	Importin subunit alpha-3	KPNA4
23,549	23,6213	23,2891	23,4253	23,5116	23,7676	22,4882	21,5885	22,8048	22,8228	23,2461	23,7896	23,5083	22,242	22,2525	23,5953	23,3422	23,2356	23,3372	23,2265	23,2009	23,3426	21,9103	23,1813	22,697	23,1146	23,441	23,3651	23,1972	23,3991	23,3831	20,5613	24,6439	23,7856	23,2654	23,4599	21,7445	22,047	22,1048	24,2265	23,8123	22,5993	23,5643	23,589	23,7292	5	5	5	196	196	196	38946	0	30217	704540000	61	O00743-3;O00743;O00743-2	O00743-3;O00743;O00743-2	Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	PPP6C
26,2671	26,3547	26,2167	26,1235	26,2974	26,4441	26,26	26,0893	26,2056	26,307	26,2064	26,279	26,4468	26,2991	26,3965	26,2274	26,006	25,7621	26,0409	25,8709	26,089	26,2637	26,6776	26,0681	26,2653	26,0686	26,3827	26,1613	25,9876	26,2069	26,0298	26,2666	26,0864	26,3829	26,2295	26,3999	25,8974	25,9217	25,7817	24,7152	26,267	26,5467	26,7977	26,3567	26,4399	14	14	14	196	196	196	11361	0	13653	5665600000	313	O00754-2;O00754	O00754-2;O00754	Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	MAN2B1
26,2654	26,0838	26,2242	26,3533	26,2866	26,3218	26,6224	26,6711	26,4195	26,5557	26,5002	27,0653	26,1581	26,5731	26,6617	26,1362	26,2161	26,4024	26,4472	26,1567	26,3789	26,5613	26,9649	26,3394	26,5107	26,3354	25,7641	26,1758	26,1499	25,861	26,2799	26,4153	25,4592	26,2696	26,2948	26,5686	24,9104	25,9197	26,0662	26,6009	26,6369	26,5166	26,8124	26,5048	26,6181	8	8	8	365	365	365	35102	0	16678	6318800000	213	O00764;O00764-2;O00764-3	O00764;O00764-2;O00764-3	Pyridoxal kinase	PDXK
23,3256	22,1847	23,0184	23,087	23,1599	21,8931	23,0512	23,6186	21,6752	20,9177	22,5298	21,7636	23,6596	25,2305	21,8376	22,9823	20,6996	23,6663	21,8487	21,7547	21,9422	23,0117	22,7576	21,5532	22,9647	22,5337	23,4848	21,9664	21,9625	23,2566	23,3232	22,659	21,319	23,2634	22,0403	22,5248	23,3508	21,9064	23,4579	24,4442	22,4041	22,9697	22,8103	22,7091	22,5559	2	2	2	134	134	134	41522	45767	78418	261120000	8	O00767	O00767	Acyl-CoA desaturase	SCD
21,8299	22,8651	23,0861	22,8323	22,6722	22,9886	22,3328	22,2725	21,96	22,88	22,1485	22,1155	22,4441	22,83	22,3343	21,8231	21,7649	22,1806	23,1809	21,2114	24,3121	21,5285	23,5937	21,206	22,9193	21,638	22,77	23,4771	21,9442	22,7068	23,4797	22,1613	22,0187	22,5726	22,6246	21,3399	21,9131	22,1021	22,1845	25,3907	22,9682	24,0232	24,921	25,006	21,6152	2	2	2	123	123	123	32156	46795	82708	591220000	33	O14494;O14494-2	O14494;O14494-2	Lipid phosphate phosphohydrolase 1	PPAP2A
26,2491	26,5542	27,0921	26,6213	26,3538	26,4202	26,6306	26,3712	26,524	26,3828	26,5575	26,2814	26,5342	27,0137	26,6614	26,6037	26,4047	26,766	26,1149	26,4531	25,7439	26,3994	26,3982	26,6946	26,5472	26,7542	26,7899	26,7841	26,9483	26,597	26,9549	26,8067	27,0401	26,6231	26,7486	26,8837	27,0714	26,8182	27,0256	27,5225	26,3327	26,2962	26,5841	26,5345	26,6531	6	6	6	283	283	283	35116	61013	18706	6403500000	143	O14495	O14495	Lipid phosphate phosphohydrolase 3	PPAP2B
22,4686	22,8366	23,2597	22,1481	22,4213	22,4523	22,7688	22,376	22,9143	22,3922	22,3168	21,7057	22,7673	22,9487	22,0935	22,5382	22,2252	21,8471	22,4972	23,316	23,2148	21,3518	21,6403	22,578	22,6017	22,8273	23,9166	22,9149	23,437	22,3683	24,468	22,0409	21,5139	21,5272	21,1825	22,2189	20,8673	22,9209	22,564	24,4273	21,7865	22,6039	22,4544	21,0868	23,46	1	1	1	3	3	3	45997	34257	19522	77729000	10	O14498	O14498	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR
22,1502	22,7379	23,6178	21,4048	23,9494	22,6208	21,0066	21,6661	22,1398	23,141	22,3415	21,4338	23,9564	22,5392	22,4237	23,3716	22,5369	22,1485	22,9698	22,4762	23,2404	21,1913	23,0212	23,5565	21,8912	21,4268	23,1545	21,5412	21,9094	22,2228	21,7347	21,8445	22,1233	22,4979	22,4308	22,5635	21,8167	22,1272	23,1955	23,6855	23,009	21,8329	22,6207	21,3113	21,5013	2	2	2	15	15	15	17135	46577	81902	177970000	8	O14558	O14558	Heat shock protein beta-6	HSPB6
23,0526	22,6202	22,8567	21,9854	23,6365	22,6814	22,8717	21,4878	22,6863	21,9305	21,002	22,5223	22,2161	21,3161	23,268	23,4062	21,3382	23,2732	22,4791	21,8323	23,1377	22,9199	22,9892	22,0682	22,9138	22,7066	22,0608	21,863	23,126	22,338	22,4081	22,0881	21,9205	23,4226	22,631	22,6877	22,1324	23,093	22,7287	23,9955	22,2766	22,8966	21,9627	22,7728	22,248	1	1	1	9	9	9	17417	41649	57266	150150000	8	O14561	O14561	Acyl carrier protein, mitochondrial	NDUFAB1
23,7263	22,3434	22,1896	23,4031	21,4995	21,3125	22,7527	21,6732	23,2119	22,7523	22,3637	22,8011	22,7854	22,3466	23,7384	21,5919	21,95	22,7942	23,0016	22,4306	23,2587	21,9579	22,2299	21,8664	22,9501	22,2769	22,6814	22,3756	21,8538	22,2163	21,261	22,8712	23,8183	21,9046	21,7158	21,9935	21,1833	23,2082	22,1689	23,7723	21,5732	21,3993	21,3019	23,1591	22,053	1	1	1	54	54	54	23973	44267	71721	307670000	33	O14569	O14569	Cytochrome b561 domain-containing protein 2	CYB561D2
25,2209	25,7182	25,5678	25,084	26,2281	25,4838	25,491	25,0721	25,1012	25,1991	25,3974	25,029	25,5699	25,397	25,8866	25,373	25,5633	25,4629	25,1273	25,3254	25,3139	25,6635	26,1186	25,6704	25,8517	25,4874	25,5252	25,8105	25,3776	25,6774	25,5275	25,6679	25,0561	25,3291	25,5975	25,1846	25,6063	25,6511	25,7444	25,1038	25,2948	25,5984	25,6993	25,4463	25,3422	7	7	7	279	279	279	34482	0	39109	3382100000	223	O14579;O14579-3;O14579-2	O14579;O14579-3;O14579-2	Coatomer subunit epsilon	COPE
